GLORIA_ID,Organization_ID,Dataset_ID,Sample_ID,LIMNADES_ID,LIMNADES_UID,SeaBASS_ID,Data_collection_purpose,Special_event_flag,Site_name,Country,Country_code,Latitude,Longitude,Date_Time_UTC,Water_body_type,Water_type,Elevation_asl,Wave_height,Wind_speed,Cloud_fraction,Depth,Platform,Distance_from_platform,Platform_length,Platform_height,Distance_to_shore,Landcover,Topography,Distance_to_river_discharge,Optical_stability_of_water,Rain_event_hour,Instrument_manufacturer,Instrument_model,Last_calibration,Measurement_method,Lt_nadir,Lt_relative_azimuth,Lsky_zenith,Lsky_relative_azimuth,Spectral_resolution,Number_of_radiometers,Field_of_view_Lt_radiometer,Field_of_view_Lu_radiometer,Skyglint_removal,Bias_removal_in_NIR,Self_shading_correction,Viewing_angle_correction,Additional_data_corrections,Availability_of_IOPs,Sample_depth,Water_collection_equipment,Chl_method,Phaeophytin_correction,TSS_method,aCDOM_method,Chla,Chla_plus_phaeo,TSS,aCDOM440,Turbidity,Secchi_depth,AOT,Comments
GID_6015,USF,SeaBASS_US_USF,SeaBASS2_ok06499_862,,,10.5067/seabass/okeechobee/data001,NaN,NaN,"Lake Okeechobee, FL",United States of America (the),US,27.147217,-80.757233,1999-03-05T15:00,1,,NaN,0,1.016,0,3.8,NaN,,,NaN,,,,,NaN,NaN,,,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,,NaN,,,23.5,NaN,NaN,2.240366958,NaN,NaN,NaN,"Retrieved from SeaWiFS Bio-optical Archive and Storage System (SeaBASS), NASA. Accessed: 22 April 2022."
GID_6016,USF,SeaBASS_US_USF,SeaBASS2_ok06499_863,,,10.5067/seabass/okeechobee/data001,NaN,NaN,"Lake Okeechobee, FL",United States of America (the),US,27.085917,-80.79155,1999-03-05T16:00,1,,NaN,0,2.54,0,3.8,NaN,,,NaN,,,,,NaN,NaN,,,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,,NaN,,,26.19,NaN,NaN,2.090486839,NaN,NaN,NaN,"Retrieved from SeaWiFS Bio-optical Archive and Storage System (SeaBASS), NASA. Accessed: 22 April 2022."
GID_6017,USF,SeaBASS_US_USF,SeaBASS2_ok06499_864,,,10.5067/seabass/okeechobee/data001,NaN,NaN,"Lake Okeechobee, FL",United States of America (the),US,27.071633,-80.835283,1999-03-05T16:45,1,,NaN,0,2.54,0,2.9,NaN,,,NaN,,,,,NaN,NaN,,,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,,NaN,,,21.9,NaN,NaN,1.974001736,NaN,NaN,NaN,"Retrieved from SeaWiFS Bio-optical Archive and Storage System (SeaBASS), NASA. Accessed: 22 April 2022."
GID_6018,USF,SeaBASS_US_USF,SeaBASS2_ok06499_865,,,10.5067/seabass/okeechobee/data001,NaN,NaN,"Lake Okeechobee, FL",United States of America (the),US,27.105333,-80.8159,1999-03-05T17:30,1,,NaN,0,1.016,0,2.1,NaN,,,NaN,,,,,NaN,NaN,,,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,,NaN,,,27.27,NaN,NaN,2.377098261,NaN,NaN,NaN,"Retrieved from SeaWiFS Bio-optical Archive and Storage System (SeaBASS), NASA. Accessed: 22 April 2022."
GID_6019,USF,SeaBASS_US_USF,SeaBASS2_ok06499_866,,,10.5067/seabass/okeechobee/data001,NaN,NaN,"Lake Okeechobee, FL",United States of America (the),US,27.164367,-80.805767,1999-03-05T18:15,1,,NaN,0,0.508,0,3.5,NaN,,,NaN,,,,,NaN,NaN,,,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,,NaN,,,23,NaN,NaN,2.603719105,NaN,NaN,NaN,"Retrieved from SeaWiFS Bio-optical Archive and Storage System (SeaBASS), NASA. Accessed: 22 April 2022."
GID_6020,USF,SeaBASS_US_USF,SeaBASS2_rt0501_867,,,10.5067/seabass/redtide/data001,NaN,NaN,"Gulf of Mexico, FL",United States of America (the),US,27.4266,-83.0912,2005-01-19T15:45,3,,NaN,1,0,0.1,26,NaN,,,NaN,,,,,NaN,NaN,,,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,,NaN,,,3.52224,NaN,NaN,0.237799091,NaN,NaN,NaN,"Retrieved from SeaWiFS Bio-optical Archive and Storage System (SeaBASS), NASA. Accessed: 22 April 2022."
GID_6021,USF,SeaBASS_US_USF,SeaBASS2_rt0501_868,,,10.5067/seabass/redtide/data001,NaN,NaN,"Gulf of Mexico, FL",United States of America (the),US,27.3738,-83.207,2005-01-19T17:28,3,,NaN,1,0,0.6,34.1,NaN,,,NaN,,,,,NaN,NaN,,,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,,NaN,,,1.83693,NaN,NaN,0.123688323,NaN,NaN,NaN,"Retrieved from SeaWiFS Bio-optical Archive and Storage System (SeaBASS), NASA. Accessed: 22 April 2022."
GID_6022,USF,SeaBASS_US_USF,SeaBASS2_rt0501_869,,,10.5067/seabass/redtide/data001,NaN,NaN,"Gulf of Mexico, FL",United States of America (the),US,27.289,-83.253,2005-01-19T19:15,3,,NaN,1.6,0,0.7,35,NaN,,,NaN,,,,,NaN,NaN,,,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,,NaN,,,3.98442,NaN,NaN,0.155748532,NaN,NaN,NaN,"Retrieved from SeaWiFS Bio-optical Archive and Storage System (SeaBASS), NASA. Accessed: 22 April 2022."
GID_6023,USF,SeaBASS_US_USF,SeaBASS2_rt0501_870,,,10.5067/seabass/redtide/data001,NaN,NaN,"Gulf of Mexico, FL",United States of America (the),US,27.3064,-83.1378,2005-01-19T21:10,3,,NaN,1,0.508,0.6,35,NaN,,,NaN,,,,,NaN,NaN,,,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,,NaN,,,2.51965,NaN,NaN,0.11581469,NaN,NaN,NaN,"Retrieved from SeaWiFS Bio-optical Archive and Storage System (SeaBASS), NASA. Accessed: 22 April 2022."
GID_6024,USF,SeaBASS_US_USF,SeaBASS2_rt0508_871,,,10.5067/seabass/redtide/data001,NaN,NaN,"Gulf of Mexico, FL",United States of America (the),US,28.083,-82.8664,2005-08-24T14:30,3,,NaN,0.3,6,0.3,5.1,NaN,,,NaN,,,,,NaN,NaN,,,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,,NaN,,,23.5898,NaN,NaN,0.557089835,NaN,NaN,NaN,"Retrieved from SeaWiFS Bio-optical Archive and Storage System (SeaBASS), NASA. Accessed: 22 April 2022."
GID_6025,USF,SeaBASS_US_USF,SeaBASS2_rt0508_872,,,10.5067/seabass/redtide/data001,NaN,NaN,"Gulf of Mexico, FL",United States of America (the),US,28.0862,-82.9311,2005-08-24T15:48,3,,NaN,1,6,0.3,8.2,NaN,,,NaN,,,,,NaN,NaN,,,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"Retrieved from SeaWiFS Bio-optical Archive and Storage System (SeaBASS), NASA. Accessed: 22 April 2022."
GID_6026,USF,SeaBASS_US_USF,SeaBASS2_rt0508_873,,,10.5067/seabass/redtide/data001,NaN,NaN,"Gulf of Mexico, FL",United States of America (the),US,28.0888,-82.9793,2005-08-24T16:28,3,,NaN,0.3,5,0.3,10.7,NaN,,,NaN,,,,,NaN,NaN,,,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,,NaN,,,38.0668,NaN,NaN,0.504578738,NaN,NaN,NaN,"Retrieved from SeaWiFS Bio-optical Archive and Storage System (SeaBASS), NASA. Accessed: 22 April 2022."
GID_6027,USF,SeaBASS_US_USF,SeaBASS2_rt0508_874,,,10.5067/seabass/redtide/data001,NaN,NaN,"Gulf of Mexico, FL",United States of America (the),US,28.0907,-83.0062,2005-08-24T16:58,3,,NaN,1,5,0.3,11.9,NaN,,,NaN,,,,,NaN,NaN,,,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,,NaN,,,5.62244,NaN,NaN,0.462434046,NaN,NaN,NaN,"Retrieved from SeaWiFS Bio-optical Archive and Storage System (SeaBASS), NASA. Accessed: 22 April 2022."
GID_6028,USF,SeaBASS_US_USF,SeaBASS2_rt0508_875,,,10.5067/seabass/redtide/data001,NaN,NaN,"Gulf of Mexico, FL",United States of America (the),US,28.0874,-83.0925,2005-08-24T17:54,3,,NaN,1,2.5,0.3,17.1,NaN,,,NaN,,,,,NaN,NaN,,,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,,NaN,,,1.07483,NaN,NaN,0.218536822,NaN,NaN,NaN,"Retrieved from SeaWiFS Bio-optical Archive and Storage System (SeaBASS), NASA. Accessed: 22 April 2022."
GID_6029,USF,SeaBASS_US_USF,SeaBASS2_rt0508_876,,,10.5067/seabass/redtide/data001,NaN,NaN,"Gulf of Mexico, FL",United States of America (the),US,28.0903,-83.0068,2005-08-24T19:40,3,,NaN,1,2.5,0.45,12.8,NaN,,,NaN,,,,,NaN,NaN,,,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,,NaN,,,3.15101,NaN,NaN,0.253883579,NaN,NaN,NaN,"Retrieved from SeaWiFS Bio-optical Archive and Storage System (SeaBASS), NASA. Accessed: 22 April 2022."
GID_6030,USF,SeaBASS_US_USF,SeaBASS2_rt0508_877,,,10.5067/seabass/redtide/data001,NaN,NaN,"Gulf of Mexico, FL",United States of America (the),US,28.0899,-82.9923,2005-08-24T20:05,3,,NaN,1,2.5,0.4,11.3,NaN,,,NaN,,,,,NaN,NaN,,,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,,NaN,,,6.08861,NaN,NaN,0.313603403,NaN,NaN,NaN,"Retrieved from SeaWiFS Bio-optical Archive and Storage System (SeaBASS), NASA. Accessed: 22 April 2022."
GID_6031,USF,SeaBASS_US_USF,SeaBASS2_rt0508_878,,,10.5067/seabass/redtide/data001,NaN,NaN,"Gulf of Mexico, FL",United States of America (the),US,28.0975,-82.9746,2005-08-24T20:26,3,,NaN,1,2.5,0.45,10.7,NaN,,,NaN,,,,,NaN,NaN,,,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,,NaN,,,77.8648,NaN,NaN,0.565454668,NaN,NaN,NaN,"Retrieved from SeaWiFS Bio-optical Archive and Storage System (SeaBASS), NASA. Accessed: 22 April 2022."
GID_6032,NRL,SeaBASS_US_NRL,SeaBASS2_rv_muskie_879,,,10.5067/seabass/lake_erie_aug_2014/data001,NaN,NaN,"Lake Erie",United States of America (the),US,41.694631,-83.233786,2014-08-19T15:40,1,,NaN,0.3048,,0.3,6.5532,NaN,,,NaN,,,,,NaN,NaN,,,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,,NaN,,,133.832,NaN,NaN,NaN,NaN,NaN,NaN,"Retrieved from SeaWiFS Bio-optical Archive and Storage System (SeaBASS), NASA. Accessed: 22 April 2022."
GID_6033,NRL,SeaBASS_US_NRL,SeaBASS2_rv_muskie_880,,,10.5067/seabass/lake_erie_aug_2014/data001,NaN,NaN,"Lake Erie",United States of America (the),US,41.50386,-82.551168,2014-08-23T17:30,1,,NaN,,5,0.3,13.716,NaN,,,NaN,,,,,NaN,NaN,,,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,,NaN,,,10.205,NaN,NaN,NaN,NaN,NaN,NaN,"Retrieved from SeaWiFS Bio-optical Archive and Storage System (SeaBASS), NASA. Accessed: 22 April 2022."
GID_6034,NRL,SeaBASS_US_NRL,SeaBASS2_rv_muskie_881,,,10.5067/seabass/lake_erie_aug_2014/data001,NaN,NaN,"Lake Erie",United States of America (the),US,41.820389,-83.17859,2014-08-18T19:20,1,,NaN,0.6096,5,0.3,8.65632,NaN,,,NaN,,,,,NaN,NaN,,,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,,NaN,,,6.132,NaN,NaN,NaN,NaN,NaN,NaN,"Retrieved from SeaWiFS Bio-optical Archive and Storage System (SeaBASS), NASA. Accessed: 22 April 2022."
GID_6035,NRL,SeaBASS_US_NRL,SeaBASS2_rv_muskie_882,,,10.5067/seabass/lake_erie_aug_2014/data001,NaN,NaN,"Lake Erie",United States of America (the),US,41.669688,-83.125303,2014-08-19T14:14,1,,NaN,,5,0.4,6.7056,NaN,,,NaN,,,,,NaN,NaN,,,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,,NaN,,,124.277,NaN,NaN,NaN,NaN,NaN,NaN,"Retrieved from SeaWiFS Bio-optical Archive and Storage System (SeaBASS), NASA. Accessed: 22 April 2022."
GID_6036,NRL,SeaBASS_US_NRL,SeaBASS2_rv_muskie_883,,,10.5067/seabass/lake_erie_aug_2014/data001,NaN,NaN,"Lake Erie",United States of America (the),US,41.666394,-82.915681,2014-08-20T13:00,1,,NaN,0.6096,,0.3,9.7536,NaN,,,NaN,,,,,NaN,NaN,,,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,,NaN,,,23.855,NaN,NaN,NaN,NaN,NaN,NaN,"Retrieved from SeaWiFS Bio-optical Archive and Storage System (SeaBASS), NASA. Accessed: 22 April 2022."
GID_6037,NRL,SeaBASS_US_NRL,SeaBASS2_rv_muskie_884,,,10.5067/seabass/lake_erie_aug_2014/data001,NaN,NaN,"Lake Erie",United States of America (the),US,41.677861,-83.076278,2014-08-20T17:10,1,,NaN,,,0.2,168,NaN,,,NaN,,,,,NaN,NaN,,,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,,NaN,,,52.919,NaN,NaN,NaN,NaN,NaN,NaN,"Retrieved from SeaWiFS Bio-optical Archive and Storage System (SeaBASS), NASA. Accessed: 22 April 2022."
GID_6038,NRL,SeaBASS_US_NRL,SeaBASS2_rv_muskie_885,,,10.5067/seabass/lake_erie_aug_2014/data001,NaN,NaN,"Lake Erie",United States of America (the),US,41.633007,-82.547697,2014-08-21T13:50,1,,NaN,,6.533444,0.2,13.4112,NaN,,,NaN,,,,,NaN,NaN,,,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,,NaN,,,12.093,NaN,NaN,NaN,NaN,NaN,NaN,"Retrieved from SeaWiFS Bio-optical Archive and Storage System (SeaBASS), NASA. Accessed: 22 April 2022."
GID_6039,NRL,SeaBASS_US_NRL,SeaBASS2_rv_muskie_886,,,10.5067/seabass/lake_erie_aug_2014/data001,NaN,NaN,"Lake Erie",United States of America (the),US,41.495063,-82.662427,2014-08-21T16:15,1,,NaN,0.3048,,0.9,7.98576,NaN,,,NaN,,,,,NaN,NaN,,,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,,NaN,,,22.671,NaN,NaN,NaN,NaN,NaN,NaN,"Retrieved from SeaWiFS Bio-optical Archive and Storage System (SeaBASS), NASA. Accessed: 22 April 2022."
GID_6040,NRL,SeaBASS_US_NRL,SeaBASS2_rv_muskie_887,,,10.5067/seabass/lake_erie_aug_2014/data001,NaN,NaN,"Lake Erie",United States of America (the),US,41.516569,-82.499128,2014-08-22T13:50,1,,NaN,0.0762,5.761777778,0.65,12.8016,NaN,,,NaN,,,,,NaN,NaN,,,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,,NaN,,,38.459,NaN,NaN,NaN,NaN,NaN,NaN,"Retrieved from SeaWiFS Bio-optical Archive and Storage System (SeaBASS), NASA. Accessed: 22 April 2022."
GID_6041,NRL,SeaBASS_US_NRL,SeaBASS2_rv_muskie_888,,,10.5067/seabass/lake_erie_aug_2014/data001,NaN,NaN,"Lake Erie",United States of America (the),US,41.606444,-82.469333,2014-08-22T17:50,1,,NaN,0.36576,,0.1,162,NaN,,,NaN,,,,,NaN,NaN,,,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,,NaN,,,15.991,NaN,NaN,NaN,NaN,NaN,NaN,"Retrieved from SeaWiFS Bio-optical Archive and Storage System (SeaBASS), NASA. Accessed: 22 April 2022."
GID_6042,NRL,SeaBASS_US_NRL,SeaBASS2_rv_muskie_889,,,10.5067/seabass/lake_erie_aug_2014/data001,NaN,NaN,"Lake Erie",United States of America (the),US,41.566879,-82.613752,2014-08-23T18:30,1,,NaN,0.6096,,0.3,13.4112,NaN,,,NaN,,,,,NaN,NaN,,,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,,NaN,,,13.667,NaN,NaN,NaN,NaN,NaN,NaN,"Retrieved from SeaWiFS Bio-optical Archive and Storage System (SeaBASS), NASA. Accessed: 22 April 2022."
GID_6043,NRL,SeaBASS_US_NRL,SeaBASS2_rv_point_sur_april_2003_891,,,10.5067/seabass/monterey_bay/data001,NaN,NaN,"Pacific Ocean, CA",United States of America (the),US,36.8306,-121.8073,2003-04-13T21:00,3,,NaN,2,,0.5,25,NaN,,,NaN,,,,,NaN,NaN,,,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,,NaN,,,3.37291,NaN,NaN,NaN,NaN,NaN,NaN,"Retrieved from SeaWiFS Bio-optical Archive and Storage System (SeaBASS), NASA. Accessed: 22 April 2022."
GID_6044,NRL,SeaBASS_US_NRL,SeaBASS2_rv_point_sur_april_2003_892,,,10.5067/seabass/monterey_bay/data001,NaN,NaN,"Pacific Ocean, CA",United States of America (the),US,36.8587,-121.8223,2003-04-13T22:00,3,,NaN,1.5,,0.2,26,NaN,,,NaN,,,,,NaN,NaN,,,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,,NaN,,,5.91098,NaN,NaN,NaN,NaN,NaN,NaN,"Retrieved from SeaWiFS Bio-optical Archive and Storage System (SeaBASS), NASA. Accessed: 22 April 2022."
GID_6045,NRL,SeaBASS_US_NRL,SeaBASS2_rv_point_sur_april_2003_893,,,10.5067/seabass/monterey_bay/data001,NaN,NaN,"Pacific Ocean, CA",United States of America (the),US,36.8288,-121.8727,2003-04-13T23:30,3,,NaN,1.5,,0.25,65,NaN,,,NaN,,,,,NaN,NaN,,,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,,NaN,,,3.85717,NaN,NaN,NaN,NaN,NaN,NaN,"Retrieved from SeaWiFS Bio-optical Archive and Storage System (SeaBASS), NASA. Accessed: 22 April 2022."
GID_6046,NRL,SeaBASS_US_NRL,SeaBASS2_rv_point_sur_april_2003_899,,,10.5067/seabass/monterey_bay/data001,NaN,NaN,"Pacific Ocean, CA",United States of America (the),US,36.988,-122.2273,2003-04-15T20:00,3,,NaN,2,6,1,54,NaN,,,NaN,,,,,NaN,NaN,,,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,,NaN,,,1.82062,NaN,NaN,NaN,NaN,NaN,NaN,"Retrieved from SeaWiFS Bio-optical Archive and Storage System (SeaBASS), NASA. Accessed: 22 April 2022."
GID_6047,NRL,SeaBASS_US_NRL,SeaBASS2_rv_point_sur_april_2003_900,,,10.5067/seabass/monterey_bay/data001,NaN,NaN,"Pacific Ocean, CA",United States of America (the),US,36.9362,-122.2918,2003-04-15T21:06,3,,NaN,2,5,1,118,NaN,,,NaN,,,,,NaN,NaN,,,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,,NaN,,,4.90277,NaN,NaN,NaN,NaN,NaN,NaN,"Retrieved from SeaWiFS Bio-optical Archive and Storage System (SeaBASS), NASA. Accessed: 22 April 2022."
GID_6048,NRL,SeaBASS_US_NRL,SeaBASS2_rv_point_sur_april_2003_903,,,10.5067/seabass/monterey_bay/data001,NaN,NaN,"Pacific Ocean, CA",United States of America (the),US,36.4568,-121.9582,2003-04-16T21:59,3,,NaN,,7.5,1,99,NaN,,,NaN,,,,,NaN,NaN,,,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,,NaN,,,1.15647,NaN,NaN,NaN,NaN,NaN,NaN,"Retrieved from SeaWiFS Bio-optical Archive and Storage System (SeaBASS), NASA. Accessed: 22 April 2022."
GID_6049,NRL,SeaBASS_US_NRL,SeaBASS2_rv_point_sur_april_2003_905,,,10.5067/seabass/monterey_bay/data001,NaN,NaN,"Pacific Ocean, CA",United States of America (the),US,36.8836,-121.9005,2003-04-17T16:30,3,,NaN,,16.4,1,30,NaN,,,NaN,,,,,NaN,NaN,,,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,,NaN,,,4.02668,NaN,NaN,NaN,NaN,NaN,NaN,"Retrieved from SeaWiFS Bio-optical Archive and Storage System (SeaBASS), NASA. Accessed: 22 April 2022."
GID_6050,NRL,SeaBASS_US_NRL,SeaBASS2_rv_point_sur_april_2003_906,,,10.5067/seabass/monterey_bay/data001,NaN,NaN,"Pacific Ocean, CA",United States of America (the),US,36.9072,-121.8629,2003-04-17T18:00,3,,NaN,,,1,13,NaN,,,NaN,,,,,NaN,NaN,,,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,,NaN,,,2.25183,NaN,NaN,NaN,NaN,NaN,NaN,"Retrieved from SeaWiFS Bio-optical Archive and Storage System (SeaBASS), NASA. Accessed: 22 April 2022."
GID_6051,NRL,SeaBASS_US_NRL,SeaBASS2_rv_point_sur_april_2003_907,,,10.5067/seabass/monterey_bay/data001,NaN,NaN,"Pacific Ocean, CA",United States of America (the),US,36.8934,-121.8502,2003-04-17T19:20,3,,NaN,,,1,13,NaN,,,NaN,,,,,NaN,NaN,,,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,,NaN,,,3.04768,NaN,NaN,NaN,NaN,NaN,NaN,"Retrieved from SeaWiFS Bio-optical Archive and Storage System (SeaBASS), NASA. Accessed: 22 April 2022."
GID_6052,NRL,SeaBASS_US_NRL,SeaBASS2_rv_point_sur_april_2003_908,,,10.5067/seabass/monterey_bay/data001,NaN,NaN,"Pacific Ocean, CA",United States of America (the),US,36.8435,-121.906,2003-04-17T20:50,3,,NaN,,,1,64,NaN,,,NaN,,,,,NaN,NaN,,,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,,NaN,,,3.95374,NaN,NaN,NaN,NaN,NaN,NaN,"Retrieved from SeaWiFS Bio-optical Archive and Storage System (SeaBASS), NASA. Accessed: 22 April 2022."
GID_6053,NRL,SeaBASS_US_NRL,SeaBASS2_rv_point_sur_april_2003_909,,,10.5067/seabass/monterey_bay/data001,NaN,NaN,"Pacific Ocean, CA",United States of America (the),US,36.807,-121.9691,2003-04-17T21:50,3,,NaN,,,0.5,72,NaN,,,NaN,,,,,NaN,NaN,,,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,,NaN,,,1.76227,NaN,NaN,NaN,NaN,NaN,NaN,"Retrieved from SeaWiFS Bio-optical Archive and Storage System (SeaBASS), NASA. Accessed: 22 April 2022."
GID_6054,NRL,SeaBASS_US_NRL,SeaBASS2_rv_point_sur_april_2003_910,,,10.5067/seabass/monterey_bay/data001,NaN,NaN,"Pacific Ocean, CA",United States of America (the),US,36.9222,-121.9178,2003-04-18T16:00,3,,NaN,1,,0.35,22,NaN,,,NaN,,,,,NaN,NaN,,,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,,NaN,,,4.13531,NaN,NaN,NaN,NaN,NaN,NaN,"Retrieved from SeaWiFS Bio-optical Archive and Storage System (SeaBASS), NASA. Accessed: 22 April 2022."
GID_6055,NRL,SeaBASS_US_NRL,SeaBASS2_rv_point_sur_april_2003_911,,,10.5067/seabass/monterey_bay/data001,NaN,NaN,"Pacific Ocean, CA",United States of America (the),US,36.8826,-121.8962,2003-04-18T17:05,3,,NaN,1.2,,0.3,32,NaN,,,NaN,,,,,NaN,NaN,,,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,,NaN,,,5.99552,NaN,NaN,NaN,NaN,NaN,NaN,"Retrieved from SeaWiFS Bio-optical Archive and Storage System (SeaBASS), NASA. Accessed: 22 April 2022."
GID_6056,NRL,SeaBASS_US_NRL,SeaBASS2_rv_point_sur_april_2003_912,,,10.5067/seabass/monterey_bay/data001,NaN,NaN,"Pacific Ocean, CA",United States of America (the),US,36.8204,-121.8661,2003-04-18T18:30,3,,NaN,2,,0.15,70,NaN,,,NaN,,,,,NaN,NaN,,,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,,NaN,,,5.35504,NaN,NaN,NaN,NaN,NaN,NaN,"Retrieved from SeaWiFS Bio-optical Archive and Storage System (SeaBASS), NASA. Accessed: 22 April 2022."
GID_6057,NRL,SeaBASS_US_NRL,SeaBASS2_rv_point_sur_april_2003_913,,,10.5067/seabass/monterey_bay/data001,NaN,NaN,"Pacific Ocean, CA",United States of America (the),US,36.7741,-121.8579,2003-04-18T20:20,3,,NaN,2,,0.2,70,NaN,,,NaN,,,,,NaN,NaN,,,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,,NaN,,,3.84686,NaN,NaN,NaN,NaN,NaN,NaN,"Retrieved from SeaWiFS Bio-optical Archive and Storage System (SeaBASS), NASA. Accessed: 22 April 2022."
GID_6058,NRL,SeaBASS_US_NRL,SeaBASS2_rv_point_sur_april_2003_914,,,10.5067/seabass/monterey_bay/data001,NaN,NaN,"Pacific Ocean, CA",United States of America (the),US,36.732,-121.857,2003-04-18T21:05,3,,NaN,2,12,0.15,55,NaN,,,NaN,,,,,NaN,NaN,,,,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,,NaN,,,3.45809,NaN,NaN,NaN,NaN,NaN,NaN,"Retrieved from SeaWiFS Bio-optical Archive and Storage System (SeaBASS), NASA. Accessed: 22 April 2022."
